Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2019-03-13T14:00:00Z,"NVDA",2019-03-13T19:00:00Z,Buy,4.130736386,4.1788807452,130180,6267.43,1301.8,0,10725.71,7139.7,1,"	177,180" 
2019-03-14T14:00:00Z,"TSLA",2019-03-14T14:30:00Z,Buy,19.63333137,19.4359980564,35508,-7006.91,355.08,-7622.38,0,7622.38,0,"	181,182" 
2019-03-14T14:30:00Z,"AMD",2019-03-14T16:30:00Z,Sell,23.05,23.14,30025,-2702.25,300.25,-2702.25,6605.5,9307.75,0,"	183,184" 
2019-03-15T14:00:00Z,"TSLA",2019-03-15T15:00:00Z,Sell,18.453331488,18.5926648074,37374,-5207.44,373.74,-6727.32,3114.5,9841.82,0,"	185,188" 
2019-03-15T14:00:00Z,"NVDA",2019-03-15T15:00:00Z,Buy,4.2404261116,4.2292586056,128477,-1434.77,1284.77,-4399.95,892.74,5292.7,0,"	187,189" 
2019-03-15T14:00:00Z,"AMD",2019-03-15T16:00:00Z,Buy,23.53,23.34,29324,-5571.56,293.24,-6158.04,3518.88,9676.92,0,"	186,190" 
2019-03-18T14:00:00Z,"AMD",2019-03-18T14:30:00Z,Buy,23.58,23.33,28870,-7217.5,288.7,-7217.5,0,7217.5,0,"	192,193" 
2019-03-18T14:00:00Z,"TSLA",2019-03-18T19:59:00Z,Sell,18.1719981828,17.9753315358,35420,6965.93,354.2,-401.43,12231.71,9256.43,1,"	191,194" 
2019-03-19T14:00:00Z,"AMD",2019-03-19T19:59:00Z,Buy,24.25,26.03,28044,49918.32,280.44,0,50479.2,9534.96,1,"	195,198" 
2019-03-19T14:30:00Z,"NVDA",2019-03-19T15:30:00Z,Buy,4.352845672,4.354086506,157272,195.15,1572.72,-2497.9,4059.09,6556.99,1,"	196,197" 
2019-03-20T15:30:00Z,"AMD",2019-03-20T16:30:00Z,Sell,25.35,25.74,15984,-6233.76,159.84,-7192.8,0,7192.8,0,"	199,200" 
2019-03-21T14:00:00Z,"AMD",2019-03-21T19:59:00Z,Buy,26.33,27.92,14931,23740.29,149.31,-447.93,26278.56,3882.06,1,"	201,203" 
2019-03-21T14:00:00Z,"NVDA",2019-03-21T19:59:00Z,Buy,4.43598155,4.5677581208,159492,21017.31,1594.92,-2612.32,24698.31,5382.96,1,"	202,204" 
2019-03-22T14:00:00Z,"AMD",2019-03-22T14:30:00Z,Sell,26.97,27.04,15856,-1109.92,158.56,-5391.04,4281.12,9672.16,0,"	206,207" 
2019-03-22T14:00:00Z,"TSLA",2019-03-22T19:59:00Z,Sell,17.896664877,17.6126649054,41128,11680.35,411.28,-5949.85,11927.12,8390.11,1,"	205,209" 
2019-03-22T15:00:00Z,"NVDA",2019-03-22T19:59:00Z,Sell,4.4712212356,4.4032235324,164518,11186.85,1645.18,0,12574.99,9145.45,1,"	208,210" 
2019-03-25T14:00:00Z,"TSLA",2019-03-25T14:30:00Z,Sell,17.0819982918,17.2806649386,43872,-8715.9,438.72,-9008.38,0,9008.38,0,"	211,213" 
2019-03-25T14:00:00Z,"NVDA",2019-03-25T15:30:00Z,Sell,4.316861486,4.3141316512,157524,430.01,1575.24,-1172.77,10437.62,10007.61,1,"	212,214" 
2019-03-26T14:00:00Z,"TSLA",2019-03-26T15:00:00Z,Buy,17.9386648728,17.8006648866,41402,-5713.48,414.02,-5713.48,2208.11,7921.58,0,"	215,216" 
2019-03-27T14:00:00Z,"AMD",2019-03-27T14:30:00Z,Sell,24.99,25.3,19165,-5941.15,191.65,-7666,0,7666,0,"	217,218" 
2019-03-27T15:00:00Z,"TSLA",2019-03-27T15:30:00Z,Buy,18.139998186,18.0006648666,40496,-5642.44,404.96,-5804.43,1997.8,7802.23,0,"	219,220" 
2019-04-01T14:30:00Z,"TSLA",2019-04-01T19:59:00Z,Buy,18.9946647672,19.2673314066,37087,10112.39,370.87,-370.87,10285.46,5711.4,1,"	221,222" 
